Index;GOÄ;Schlüssel;GOÄZiffer;Beschreibung;Punktzahl;Einfachfaktor;Einfachsatz;Regelhöchstfaktor;Regelhöchstsatz;Höchstfaktor;Höchstsatz;Ausschlussziffer;go;ziffer;analog
2154;GOÄ 4724:;4724;z 4724; Untersuchung zur Identifizierung von Antigenen angezüchteter Pilze mittels Ligandenassay (z.B. Enzym- oder Radioimmunoassay) -gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, je Untersuchung;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 4724;
2155;GOÄ 4727:;4727;z 4727; Untersuchung zur Prüfung der Empfindlichkeit von angezüchteten Pilzen gegen Antimykotika und/ oder Chemotherapeutika mittels trägergebundener Testsubstanzen, je Pilz;120;1;6,99;1,15;8,04;1,3;9,09;Ausschlussziffern:;GOAE;z 4727;
2156;GOÄ 4728:;4728;z 4728; Untersuchung zur Prüfung der Empfindlichkeit von angezüchteten Pilzen gegen Antimykotika und/oder Chemotherapeutika mittels Reihenverdünnungstest, je Reihenverdünnungstest;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 4728;
2157;GOÄ 4740-4745:;4740-4745;z 4740-4745; Lichtmikroskopische Untersuchung zum Nachweis von Parasiten, ohne oder mit einfacher Anfärbung (z.B. Lugol- oder Methylenblaufärbung) – gegebenenfalls einschließlich spezieller Beleuchtungsverfahren (z.B. Phasenkontrast) -, qualitativ, je Untersuchung;120;1;6,99;1,15;8,04;1,3;9,09;4740;GOAE;z 4740-4745;
2158;GOÄ 4747-4751:;4747-4751;z 4747-4751; Lichtmikroskopische Untersuchung zum Nachweis von Parasiten, ohne oder mit einfacher Anfärbung (z.B. Lugol- oder Methylenblaufärbung) – gegebenenfalls einschließlich spezieller Beleuchtungsverfahren (z.B. Phasenkontrast) -, nach einfacher Anreicherung (z.B. Sedimentation, Filtration, Kochsalzaufschwemmung), qualitativ, je Untersuchung;160;1;9,33;1,15;10,72;1,3;12,12;4747;GOAE;z 4747-4751;
2159;GOÄ 4753-4754:;4753-4754;z 4753-4754; Lichtmikroskopische Untersuchung zum Nachweis von Parasiten – einschließlich aufwendigerer Anfärbung -, qualitativ, je Untersuchung;250;1;14,57;1,15;16,76;1,3;18,94;4753;GOAE;z 4753-4754;
2160;GOÄ 4756:;4756;z 4756; Lichtmikroskopische Untersuchung zum Nachweis von Parasiten, ohne oder mit einfacher Anfärbung (z.B. Lugol- oder Methylenblaufärbung) oder speziellen Beleuchtungsverfahren (z.B. Phasenkontrast), nach aufwendiger Anreicherung oder Vorbereitung (z.B. Schlüpfversuch, Formalin-Äther-Verfahren), qualitativ, je Untersuchung;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 4756;
2161;GOÄ 4757:;4757;z 4757; Lichtmikroskopische Untersuchung zum Nachweis von Parasiten, ohne oder mit einfacher Anfärbung (z.B. Lugolfärbung- oder Methylenblaufärbung) oder speziellen Beleuchtungsverfahren (z.B. Phasenkontrast), nach aufwendiger Anreicherung oder Vorbereitung (z.B. Schlüpfversuch, Formalin-Äther-Verfahren), quantitativ (z.B. Filtermethode, Zählkammer), je Untersuchung;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 4757;
2162;GOÄ 4758:;4758;z 4758; Lichtmikroskopische immunologische Untersuchung zum Nachweis von Parasiten im Nativmaterial – einschließlich Fluoreszenz-, Enzym- oder anderer Markierung -, je Antiserum;290;1;16,9;1,15;19,44;1,3;21,97;Ausschlussziffern:;GOAE;z 4758;
2163;GOÄ 4759:;4759;z 4759; Ligandenassay (z.B. Enzym-, Radioimmunoassay) – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, zum Nachweis von Parasitenantigenen im Nativmaterial, je Untersuchung;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 4759;
2164;GOÄ 4760-4763:;4760-4763;z 4760-4763; Untersuchung zum Nachweis von Parasiten durch Züchtung auf Kulturmedien, je Untersuchung;250;1;14,57;1,15;16,76;1,3;18,94;4760;GOAE;z 4760-4763;
2165;GOÄ 4770-4771:;4770-4771;z 4770-4771; Xenodiagnostische Untersuchung zum Nachweis von parasitären Krankheitserregern, je Untersuchung;250;1;14,57;1,15;16,76;1,3;18,94;4770;GOAE;z 4770-4771;
2166;GOÄ 4765-4766:;4765-4766;z 4765-4766; Lichtmikroskopische Untersuchung zur Identifizierung von Parasiten nach Anzüchtung, je Untersuchung;120;1;6,99;1,15;8,04;1,3;9,09;4765;GOAE;z 4765-4766;
2167;GOÄ 4768:;4768;z 4768; Ligandenassay (z.B. Enzym- oder Radioimmunoassay) -gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, zum Nachweis von Parasitenantigenen, je Untersuchung;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 4768;
2168;GOÄ 4780:;4780;z 4780; Isolierung von Nukleinsäuren;900;1;52,46;1,15;60,33;1,3;68,2;Ausschlussziffern:;GOAE;z 4780;
2169;GOÄ 4781:;4781;z 4781; Verdau (Spaltung) isolierter Nukleinsäuren mit Restriktionsenzymen, je Enzym;150;1;8,74;1,15;10,05;1,3;11,37;Ausschlussziffern:;GOAE;z 4781;
2170;GOÄ 4782:;4782;z 4782; Enzymatische Transkription von RNA mittels reverser Transkriptase;500;1;29,14;1,15;33,52;1,3;37,89;Ausschlussziffern:;GOAE;z 4782;
2171;GOÄ 4783:;4783;z 4783; Amplifikation von Nukleinsäuren oder Nukleinsäurefragmenten mit Polymerasekettenreaktion (PCR);500;1;29,14;1,15;33,52;1,3;37,89;Ausschlussziffern:;GOAE;z 4783;
2172;GOÄ 4784:;4784;z 4784; Amplifikation von Nukleinsäuren oder Nukleinsäurefragmenten mit geschachtelter Polymerasekettenreaktion (nested PCR);1000;1;58,29;1,15;67,03;1,3;75,77;Ausschlussziffern:;GOAE;z 4784;
2173;GOÄ 4785:;4785;z 4785; Identifizierung von Nukleinsäurefragmenten durch Hybridisierung mit radioaktiv oder nicht-radioaktiv markierten Sonden und nachfolgender Detektion, je Sonde;300;1;17,49;1,15;20,11;1,3;22,73;Ausschlussziffern:;GOAE;z 4785;
2174;GOÄ 4786:;4786;z 4786; Trennung von Nukleinsäurefragmenten mittels elektrophoretischer Methoden und anschließendem Transfer auf Trägermaterialien (z.B. Dot-Blot, SlotBlot);600;1;34,97;1,15;40,22;1,3;45,46;Ausschlussziffern:;GOAE;z 4786;
2175;GOÄ 4787:;4787;z 4787; Identifizierung von Nukleinsäurefragmenten durch Sequenzermittlung;2000;1;116,57;1,15;134,06;1,3;151,55;Ausschlussziffern:;GOAE;z 4787;
2176;GOÄ 4800:;4800;z 4800; Histologische Untersuchung und Begutachtung eines Materials;217;1;12,65;2,3;29,09;3,5;44,27;Ausschlussziffern: GOÄ 4801, GOÄ 4802, GOÄ 4810, GOÄ 4811, GOÄ 6015, GOÄ 6016, GOÄ 6017, GOÄ 6018;GOAE;z 4800;
2177;GOÄ 4801:;4801;z 4801; Histologische Untersuchung und Begutachtung mehrerer Zupfpräparate aus der Magen- oder Darmschleimhaut;289;1;16,85;2,3;38,74;3,5;58,96;Ausschlussziffern: GOÄ 4800, GOÄ 4802, GOÄ 4810, GOÄ 4811, GOÄ 4816;GOAE;z 4801;
2178;GOÄ 4802:;4802;z 4802; Histologische Untersuchung und Begutachtung eines Materials mit besonders schwieriger Aufbereitung desselben (z.B. Knochen mit Entkalkung);289;1;16,85;2,3;38,74;3,5;58,96;Ausschlussziffern: GOÄ 4800, GOÄ 4801, GOÄ 4810, GOÄ 4811, GOÄ 4816, GOÄ 6015, GOÄ 6016, GOÄ 6017, GOÄ 6018;GOAE;z 4802;
2179;GOÄ 4810:;4810;z 4810; Histologische Untersuchung eines Materials und zytologische Untersuchung zur Krebsdiagnostik;289;1;16,85;2,3;38,74;3,5;58,96;Ausschlussziffern: GOÄ 4800, GOÄ 4801, GOÄ 4802, GOÄ 4811, GOÄ 4815, GOÄ 4816;GOAE;z 4810;
2180;GOÄ 4811:;4811;z 4811; Histologische Untersuchung und Begutachtung eines Materials (z.B. Portio, Zervix, Bronchus) anhand von Schnittserien bei zweifelhafter oder positiver Zytologie;289;1;16,85;2,3;38,74;3,5;58,96;Ausschlussziffern: GOÄ 4800, GOÄ 4801, GOÄ 4802, GOÄ 4810;GOAE;z 4811;
2181;GOÄ 4815:;4815;z 4815; Histologische Untersuchung und Begutachtung von Organbiopsien (z.B. Leber, Lunge, Niere, Milz, Knochen, Lymphknoten) unter Anwendung histochemischer oder optischer Sonderverfahren (Elektronen-Interferenz-, Polarisationsmikroskopie);350;1;20,4;2,3;46,92;3,5;71,4;Ausschlussziffern: GOÄ 4810, GOÄ 4850, GOÄ 4851, GOÄ 4852;GOAE;z 4815;
2182;GOÄ 4816:;4816;z 4816; Histologische Sofortuntersuchung und -begutachtung während einer Operation (Schnellschnitt);250;1;14,57;2,3;33,52;3,5;51;Ausschlussziffern:;GOAE;z 4816;
2183;GOÄ 4850:;4850;z 4850; Zytologische Untersuchung zur Phasenbestimmung des Zyklus – gegebenenfalls einschließlich der Beurteilung nichtzytologischer mikroskopischer Befunde an demselben Material –;87;1;5,07;1,8;9,13;2,5;12,68;Ausschlussziffern: GOÄ 297, GOÄ 4851;GOAE;z 4850;
2184;GOÄ 4851:;4851;z 4851; Zytologische Untersuchung zur Krebsdiagnostik als Durchmusterung der in zeitlichem Zusammenhang aus einem Untersuchungsgebiet gewonnenen Präparate (z.B. aus dem Genitale der Frau) – gegebenenfalls einschließlich der Beurteilung nichtzytologischer mikroskopischer Befunde an demselben Material –;130;1;7,58;1,8;13,64;2,5;18,94;Ausschlussziffern: GOÄ 4850;GOAE;z 4851;
2185;GOÄ 4852:;4852;z 4852; Zytologische Untersuchung von z.B. Punktaten, Sputum, Sekreten, Spülflüssigkeiten mit besonderen Aufbereitungsverfahren – gegebenenfalls einschließlich der Beurteilung nichtzytologischer mikroskopischer Befunde an demselben Material -, je Untersuchungsmaterial;174;1;10,14;1,8;18,26;2,5;25,35;Ausschlussziffern:;GOAE;z 4852;
2186;GOÄ 4860:;4860;z 4860; Mikroskopische Differenzierung von Haaren und deren Wurzeln (Trichogramm) – einschließlich Epilation und Aufbereitung sowie gegebenenfalls einschließlich Färbung -, auch mehrere Präparate;160;1;9,33;1,8;16,79;2,5;23,31;Ausschlussziffern:;GOAE;z 4860;
2187;GOÄ 4870:;4870;z 4870; Kerngeschlechtsbestimmung mittels Untersuchung auf X-Chromosomen, auch nach mehreren Methoden – gegebenenfalls einschließlich Materialentnahme –;273;1;15,91;1,8;28,64;2,5;39,78;Ausschlussziffern: GOÄ 297;GOAE;z 4870;
2188;GOÄ 4871:;4871;z 4871; Kerngeschlechtsbestimmung mittels Untersuchung auf Y-Chromosomen, auch nach mehreren Methoden – gegebenenfalls einschließlich Materialentnahme –;289;1;16,85;1,8;30,32;2,5;42,11;Ausschlussziffern: GOÄ 297;GOAE;z 4871;
2189;GOÄ 4872:;4872;z 4872; Chromosomenanalyse, auch einschließlich vorangehender kurzzeitiger Kultivierung -gegebenenfalls einschließlich Materialentnahme –;1950;1;113,66;1,8;204,59;2,5;284,15;Ausschlussziffern: GOÄ 297, GOÄ 4873;GOAE;z 4872;
2190;GOÄ 4873:;4873;z 4873; Chromosomenanalyse an Fibroblasten oder Epithelien einschließlich vorangehender Kultivierung und langzeitiger Subkultivierung – gegebenenfalls einschließlich Materialentnahme –;3030;1;176,61;1,8;317,9;2,5;441,53;Ausschlussziffern: GOÄ 297, GOÄ 4872;GOAE;z 4873;
2191;GOÄ 5000:;5000;z 5000; Zähne je Projektion;50;1;2,91;1,8;5,25;2,5;7,29;Ausschlussziffern: GOÄ 5035;GOAE;z 5000;
2192;GOÄ 5002:;5002;z 5002; Zähne Panoramaaufnahme(n) eines Kiefers;250;1;14,57;1,8;26,23;2,5;36,43;Ausschlussziffern: GOÄ 5035;GOAE;z 5002;
2193;GOÄ 5004:;5004;z 5004; Zähne Panoramaschichtaufnahme der Kiefer;400;1;23,31;1,8;41,97;2,5;58,29;Ausschlussziffern: GOÄ 5002, GOÄ 5035;GOAE;z 5004;
2194;GOÄ 5010:;5010;z 5010; Finger oder Zehen jeweils in zwei Ebenen;180;1;10,49;1,8;18,89;2,5;26,23;Ausschlussziffern: GOÄ 5020, GOÄ 5035, GOÄ 5110, GOÄ 5111;GOAE;z 5010;
2195;GOÄ 5011:;5011;z 5011; Finger oder Zehen ergänzende Ebene(n);60;1;3,5;1,8;6,3;2,5;8,74;Ausschlussziffern: GOÄ 5020, GOÄ 5035, GOÄ 5110, GOÄ 5111;GOAE;z 5011;
2196;GOÄ 5020:;5020;z 5020; Handgelenk, Mittelhand, alle Finger einer Hand, Sprunggelenk, Fußwurzel und/oder Mittelfuß, Kniescheibe jeweils in zwei Ebenen;220;1;12,82;1,8;23,08;2,5;32,06;Ausschlussziffern: GOÄ 5035, GOÄ 5110, GOÄ 5111;GOAE;z 5020;
2197;GOÄ 5021:;5021;z 5021; Handgelenk, Mittelhand, alle Finger einer Hand, Sprunggelenk, Fußwurzel und/oder Mittelfuß, Kniescheibe ergänzende Ebene(n);80;1;4,66;1,8;8,39;2,5;11,66;Ausschlussziffern: GOÄ 5035, GOÄ 5110, GOÄ 5111;GOAE;z 5021;
2198;GOÄ 5030:;5030;z 5030; Oberarm, Unterarm, Ellenbogengelenk, Oberschenkel, Unterschenkel, Kniegelenk, ganze Hand oder ganzer Fuß, Gelenke der Schulter, Schlüsselbein, Beckenteilaufnahme, Kreuzbein oder Hüftgelenk jeweils in zwei Ebenen;360;1;20,98;1,8;37,77;2,5;52,46;Ausschlussziffern: GOÄ 5035, GOÄ 5110, GOÄ 5111;GOAE;z 5030;
2199;GOÄ 5031:;5031;z 5031; Oberarm, Unterarm, Ellenbogengelenk, Oberschenkel, Unterschenkel, Kniegelenk, ganze Hand oder ganzer Fuß, Gelenke der Schulter, Schlüsselbein, Beckenteilaufnahme, Kreuzbein oder Hüftgelenk ergänzende Ebene(n);100;1;5,83;1,8;10,49;2,5;14,57;Ausschlussziffern: GOÄ 5035, GOÄ 5110, GOÄ 5111;GOAE;z 5031;
2200;GOÄ 5035:;5035;z 5035; Teile des Skeletts in einer Ebene, je Teil;160;1;9,33;1,8;16,79;2,5;23,31;Ausschlussziffern: GOÄ 5000, GOÄ 5002, GOÄ 5004, GOÄ 5010, GOÄ 5011, GOÄ 5020, GOÄ 5021, GOÄ 5030, GOÄ 5031, GOÄ 5037, GOÄ 5040, GOÄ 5041, GOÄ 5050, GOÄ 5060, GOÄ 5070, GOÄ 5090, GOÄ 5095, GOÄ 5098, GOÄ 5100, GOÄ 5101, GOÄ 5105, GOÄ 5106, GOÄ 5110, GOÄ 5111, GOÄ 5115, GOÄ 5120, GOÄ 5121;GOAE;z 5035;
2201;GOÄ 5037:;5037;z 5037; Bestimmung des Skelettalters – gegebenenfalls einschließlich Berechnung der prospektiven Endgröße, einschließlich der zugehörigen Röntgendiagnostik und gutachterlichen Beurteilung –;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 5035;GOAE;z 5037;
2202;GOÄ 5040:;5040;z 5040; Beckenübersicht;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 5035;GOAE;z 5040;
2203;GOÄ 5041:;5041;z 5041; Beckenübersicht bei einem Kind bis zum vollendeten 14. Lebensjahr;200;1;11,66;1,8;20,98;2,5;29,14;Ausschlussziffern: GOÄ 5035;GOAE;z 5041;
2204;GOÄ 5050:;5050;z 5050; Kontrastuntersuchung eines Hüftgelenks, Kniegelenks oder Schultergelenks, einschließlich Punktion, Stichkanalanästhesie und Kontrastmitteleinbringung – gegebenenfalls einschließlich Durchleuchtung(en) –;950;1;55,37;1,8;99,67;2,5;138,43;Ausschlussziffern: GOÄ 300, GOÄ 302, GOÄ 372, GOÄ 373, GOÄ 490, GOÄ 491, GOÄ 5035, GOÄ 5295;GOAE;z 5050;
2205;GOÄ 5060:;5060;z 5060; Kontrastuntersuchung eines Kiefergelenks, einschließlich Punktion, Stichkanalanästhesie und Kontrastmitteleinbringung – gegebenenfalls einschließlich Durchleuchtung(en) –;500;1;29,14;1,8;52,46;2,5;72,86;Ausschlussziffern: GOÄ 300, GOÄ 302, GOÄ 372, GOÄ 373, GOÄ 490, GOÄ 491, GOÄ 5035, GOÄ 5295;GOAE;z 5060;
2206;GOÄ 5070:;5070;z 5070; Kontrastuntersuchung der übrigen Gelenke, einschließlich Punktion, Stichkanalanästhesie und Kontrastmitteleinbringung – gegebenenfalls einschließlich Durchleuchtung(en) -, je Gelenk;400;1;23,31;1,8;41,97;2,5;58,29;Ausschlussziffern: GOÄ 300, GOÄ 302, GOÄ 372, GOÄ 373, GOÄ 490, GOÄ 491, GOÄ 5035, GOÄ 5295;GOAE;z 5070;
2207;GOÄ 5090:;5090;z 5090; Schädel-Übersicht, in zwei Ebenen;400;1;23,31;1,8;41,97;2,5;58,29;Ausschlussziffern: GOÄ 5035;GOAE;z 5090;
2208;GOÄ 5095:;5095;z 5095; Schädelteile in Spezialprojektionen, je Teil;200;1;11,66;1,8;20,98;2,5;29,14;Ausschlussziffern: GOÄ 5035;GOAE;z 5095;
2209;GOÄ 5098:;5098;z 5098; Nasennebenhöhlen – gegebenenfalls auch in mehreren Ebenen –;260;1;15,15;1,8;27,28;2,5;37,89;Ausschlussziffern: GOÄ 5035;GOAE;z 5098;
2210;GOÄ 5100:;5100;z 5100; Halswirbelsäule, in zwei Ebenen;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 5035;GOAE;z 5100;
2211;GOÄ 5101:;5101;z 5101; ergänzende Ebene(n);160;1;9,33;1,8;16,79;2,5;23,31;Ausschlussziffern: GOÄ 5035;GOAE;z 5101;
2212;GOÄ 5105:;5105;z 5105; Brust- oder Lendenwirbelsäule, in zwei Ebenen, je Teil;400;1;23,31;1,8;41,97;2,5;58,29;Ausschlussziffern: GOÄ 5035;GOAE;z 5105;
2213;GOÄ 5106:;5106;z 5106; ergänzende Ebene(n);180;1;10,49;1,8;18,89;2,5;26,23;Ausschlussziffern: GOÄ 5035;GOAE;z 5106;
2214;GOÄ 5110:;5110;z 5110; Ganzaufnahme der Wirbelsäule oder einer Extremität;500;1;29,14;1,8;52,46;2,5;72,86;Ausschlussziffern: GOÄ 5010, GOÄ 5011, GOÄ 5020, GOÄ 5021, GOÄ 5030, GOÄ 5031, GOÄ 5035;GOAE;z 5110;
2215;GOÄ 5111:;5111;z 5111; ergänzende Ebene(n);200;1;11,66;1,8;20,98;2,5;29,14;Ausschlussziffern: GOÄ 5010, GOÄ 5011, GOÄ 5020, GOÄ 5021, GOÄ 5030, GOÄ 5031, GOÄ 5035;GOAE;z 5111;
2216;GOÄ 5115:;5115;z 5115; Untersuchung von Teilen der Hand oder des Fußes mittels Feinstfokustechnik (Fokusgröße maximal 0,2 mm) oder Xeroradiographietechnik zur gleichzeitigen Beurteilung von Knochen und Weichteilen, je Teil;400;1;23,31;1,8;41,97;2,5;58,29;Ausschlussziffern: GOÄ 5035;GOAE;z 5115;
2217;GOÄ 5120:;5120;z 5120; Rippen einer Thoraxhälfte, Schulterblatt oder Brustbein, in einer Ebene;260;1;15,15;1,8;27,28;2,5;37,89;Ausschlussziffern: GOÄ 5035;GOAE;z 5120;
2218;GOÄ 5121:;5121;z 5121; ergänzende Ebene(n);140;1;8,16;1,8;14,69;2,5;20,4;Ausschlussziffern: GOÄ 5035;GOAE;z 5121;
2219;GOÄ 5130:;5130;z 5130; Halsorgane oder Mundboden – gegebenenfalls in mehreren Ebenen –;280;1;16,32;1,8;29,38;2,5;40,8;Ausschlussziffern:;GOAE;z 5130;
2220;GOÄ 5135:;5135;z 5135; Brustorgane-Übersicht, in einer Ebene;280;1;16,32;1,8;29,38;2,5;40,8;Ausschlussziffern: GOÄ 5137, GOÄ 5139;GOAE;z 5135;
2221;GOÄ 5137:;5137;z 5137; Brustorgane-Übersicht – gegebenenfalls einschließlich Breischluck und Durchleuchtung(en) -, in mehreren Ebenen;450;1;26,23;1,8;47,21;2,5;65,57;Ausschlussziffern: GOÄ 5135, GOÄ 5139, GOÄ 5295;GOAE;z 5137;
2222;GOÄ 5139:;5139;z 5139; Teil der Brustorgane;180;1;10,49;1,8;18,89;2,5;26,23;Ausschlussziffern:;GOAE;z 5139;
2223;GOÄ 5140:;5140;z 5140; Brustorgane, Übersicht im Mittelformat;100;1;5,83;1,8;10,49;2,5;14,57;Ausschlussziffern: GOÄ 5135, GOÄ 5137, GOÄ 5139;GOAE;z 5140;
2224;GOÄ 5150:;5150;z 5150; Speiseröhre, gegebenenfalls einschließlich ösophago-gastraler Übergang, Kontrastuntersuchung (auch Doppelkontrast) – einschließlich Durchleuchtung(en) -, als selbständige Leistung;550;1;32,06;1,8;57,7;2,5;80,15;Ausschlussziffern: GOÄ 5137, GOÄ 5157, GOÄ 5158, GOÄ 5295;GOAE;z 5150;
2225;GOÄ 5157:;5157;z 5157; Oberer Verdauungstrakt (Speiseröhre, Magen, Zwölffingerdarm und oberer Abschnitt des Dünndarms), Monokontrastuntersuchung – einschließlich Durchleuchtung(en) –;700;1;40,8;1,8;73,44;2,5;102;Ausschlussziffern: GOÄ 5150, GOÄ 5295;GOAE;z 5157;
2226;GOÄ 5158:;5158;z 5158; Oberer Verdauungstrakt (Speiseröhre, Magen, Zwölffingerdarm und oberer Abschnitt des Dünndarms), Kontrastuntersuchung – einschließlich Doppelkontrastdarstellung und Durchleuchtung(en), gegebenenfalls einschließlich der Leistung nach Nummer 5150 –;1200;1;69,94;1,8;125,9;2,5;174,86;Ausschlussziffern: GOÄ 5150, GOÄ 5295;GOAE;z 5158;
2227;GOÄ 5159:;5159;z 5159; Zuschlag zu den Leistungen nach den Nummern 5157 und 5158 bei Erweiterung der Untersuchung bis zum Ileozökalgebiet;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 5295;GOAE;z 5159;
2228;GOÄ 5163:;5163;z 5163; Dünndarmkontrastuntersuchung mit im Bereich der Flexura duodeno-jejunalis endender Sonde – einschließlich Durchleuchtung(en) –;1300;1;75,77;1,8;136,39;2,5;189,43;Ausschlussziffern: GOÄ 5295;GOAE;z 5163;
2229;GOÄ 5165:;5165;z 5165; Monokontrastuntersuchung von Teilen des Dickdarms – einschließlich Durchleuchtung(en) –;700;1;40,8;1,8;73,44;2,5;102;Ausschlussziffern: GOÄ 5166, GOÄ 5295;GOAE;z 5165;
2230;GOÄ 5166:;5166;z 5166; Dickdarmdoppelkontrastuntersuchung – einschließlich Durchleuchtung(en) –;1400;1;81,6;1,8;146,88;2,5;204,01;Ausschlussziffern: GOÄ 5165, GOÄ 5295;GOAE;z 5166;
2231;GOÄ 5167:;5167;z 5167; Defäkographie nach Markierung der benachbarten Hohlorgane – einschließlich Durchleuchtung(en) –;1000;1;58,29;1,8;104,92;2,5;145,72;Ausschlussziffern: GOÄ 5295;GOAE;z 5167;
2232;GOÄ 5168:;5168;z 5168; Pharyngographie unter Verwendung kinematographischer Techniken – einschließlich Durchleuchtung(en) -, als selbständige Leistung;800;1;46,63;1,8;83,93;2,5;116,57;Ausschlussziffern: GOÄ 5137, GOÄ 5150, GOÄ 5169, GOÄ 5295;GOAE;z 5168;
2233;GOÄ 5169:;5169;z 5169; Pharyngographie unter Verwendung kinematographischer Techniken – einschließlich Durchleuchtung(en) und einschließlich der Darstellung der gesamten Speiseröhre –;1100;1;64,12;1,8;115,41;2,5;160,29;Ausschlussziffern: GOÄ 5137, GOÄ 5150, GOÄ 5168, GOÄ 5295;GOAE;z 5169;
2234;GOÄ 5170:;5170;z 5170; Kontrastuntersuchung von Gallenblase und/oder Gallenwegen und/oder Pankreasgängen;400;1;23,31;1,8;41,97;2,5;58,29;Ausschlussziffern: GOÄ 5295, GOÄ 5361;GOAE;z 5170;
2235;GOÄ 5190:;5190;z 5190; Bauchübersicht, in einer Ebene oder Projektion;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 5191;GOAE;z 5190;
2236;GOÄ 5191:;5191;z 5191; Bauchübersicht, in zwei oder mehr Ebenen oder Projektionen;500;1;29,14;1,8;52,46;2,5;72,86;Ausschlussziffern: GOÄ 5190;GOAE;z 5191;
2237;GOÄ 5192:;5192;z 5192; Bauchteilaufnahme – gegebenenfalls in mehreren Ebenen oder Spezialprojektionen –;200;1;11,66;1,8;20,98;2,5;29,14;Ausschlussziffern:;GOAE;z 5192;
2238;GOÄ 5200:;5200;z 5200; Harntraktkontrastuntersuchung – einschließlich intravenöser Verabreichung des Kontrastmittels –;600;1;34,97;1,8;62,95;2,5;87,43;Ausschlussziffern: GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 5295;GOAE;z 5200;
2239;GOÄ 5201:;5201;z 5201; Ergänzende Ebene(n) oder Projektion(en) im Anschluß an die Leistung nach Nummer 5200 – gegebenenfalls einschließlich Durchleuchtung(en) –;200;1;11,66;1,8;20,98;2,5;29,14;Ausschlussziffern: GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 5295;GOAE;z 5201;
2240;GOÄ 5220:;5220;z 5220; Harntraktkontrastuntersuchung – einschließlich retrograder Verabreichung des Kontrastmittels, gegebenenfalls einschließlich Durchleuchtung(en) -, je Seite;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 370, GOÄ 5295;GOAE;z 5220;
2241;GOÄ 5230:;5230;z 5230; Harnröhren- und/oder Harnblasenkontrastuntersuchung (Urethrozystographie) – einschließlich retrograder Verabreichung des Kontrastmittels, gegebenenfalls einschließlich Durchleuchtung(en) -, als selbständige Leistung;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 370, GOÄ 5200, GOÄ 5201, GOÄ 5220, GOÄ 5235, GOÄ 5295;GOAE;z 5230;
2242;GOÄ 5235:;5235;z 5235; Refluxzystographie – einschließlich retrograder Verabreichung des Kontrastmittels, einschließlich Miktionsaufnahmen und gegebenenfalls einschließlich Durchleuchtung(en) -, als selbständige Leistung;500;1;29,14;1,8;52,46;2,5;72,86;Ausschlussziffern: GOÄ 370, GOÄ 5200, GOÄ 5201, GOÄ 5220, GOÄ 5230, GOÄ 5295;GOAE;z 5235;
2243;GOÄ 5250:;5250;z 5250; Gebärmutter- und/oder Eileiterkontrastuntersuchung -einschließlich Durchleuchtung(en) –;400;1;23,31;1,8;41,97;2,5;58,29;Ausschlussziffern: GOÄ 5295;GOAE;z 5250;
2244;GOÄ 5260:;5260;z 5260; Röntgenuntersuchung natürlicher, künstlicher oder krankhaft entstandener Gänge, Gangsysteme, Hohlräume oder Fisteln (z.B. Sialographie, Galaktographie, Kavernographie, Vesikulographie) – gegebenenfalls einschließlich Durchleuchtung(en) –;400;1;23,31;1,8;41,97;2,5;58,29;Ausschlussziffern: GOÄ 5170, GOÄ 5200, GOÄ 5201, GOÄ 5220, GOÄ 5230, GOÄ 5235, GOÄ 5250, GOÄ 5295;GOAE;z 5260;
2245;GOÄ 5265:;5265;z 5265; Mammographie einer Seite, in einer Ebene;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 5266, GOÄ 5267;GOAE;z 5265;
2246;GOÄ 5266:;5266;z 5266; Mammographie einer Seite, in zwei Ebenen;450;1;26,23;1,8;47,21;2,5;65,57;Ausschlussziffern: GOÄ 5265;GOAE;z 5266;
